landlord_id,title,city,region,address,bedrooms,bathrooms,area,price,total_floors,orientation,decoration,description,status,view_count,created_at
65,出租 Yongchuan 精装房,Chongqing,Yongchuan,Yongchuan,1,1,60,5039,7,west,fine,1室1卫，面积 60 平米，fine装修，west朝向，拎包入住。,available,0,2022-05-27
66,Huangpu 南北通透户型,Shanghai,Huangpu,Huangpu,2,1,95,12500,12,east,simple,2室1卫，面积 95 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-22
67,Nanshan 拎包入住公寓,Shenzhen,Nanshan,Nanshan,3,2,101,7545,34,north,simple,3室2卫，面积 101 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-19
68,WuhanHanyang 温馨好房,Wuhan,Hanyang,Hanyang,1,1,45,2524,19,south,simple,1室1卫，面积 45 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-13
69,Chang'an 学区房出租,Xi'an,Chang'an,Chang'an,1,1,70,3683,31,east,rough,1室1卫，面积 70 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-21
70,精致 Gulou 公寓,Nanjing,Gulou,Gulou,3,1,141,16220,29,east,fine,3室1卫，面积 141 平米，fine装修，east朝向，拎包入住。,available,0,2022-07-04
71,Haizhu 舒适两居室,Guangzhou,Haizhu,Haizhu,3,1,151,11489,23,south,fine,3室1卫，面积 151 平米，fine装修，south朝向，拎包入住。,available,0,2022-07-06
72,精致 Xiaoshan 公寓,Hangzhou,Xiaoshan,Xiaoshan,1,2,55,5480,10,east,simple,1室2卫，面积 55 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-30
73,出租 Haidian 精装房,Beijing,Haidian,Haidian,1,1,35,3150,15,east,rough,1室1卫，面积 35 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-23
74,Xindu 学区房出租,Chengdu,Xindu,Xindu,2,2,106,9311,31,east,simple,2室2卫，面积 106 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-07
75,ChongqingBishan 温馨好房,Chongqing,Bishan,Bishan,3,1,94,6778,20,south,simple,3室1卫，面积 94 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-13
76,Huangpu 舒适两居室,Shanghai,Huangpu,Huangpu,2,1,57,10181,9,south,simple,2室1卫，面积 57 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-13
77,Longhua 舒适两居室,Shenzhen,Longhua,Longhua,2,1,64,6458,23,east,simple,2室1卫，面积 64 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-20
78,Caidian 南北通透户型,Wuhan,Caidian,Caidian,1,1,74,3707,30,south,fine,1室1卫，面积 74 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-18
79,Xincheng 舒适两居室,Xi'an,Xincheng,Xincheng,4,2,147,7799,24,west,simple,4室2卫，面积 147 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-07
80,Qixia 学区房出租,Nanjing,Qixia,Qixia,3,1,173,9360,27,north,rough,3室1卫，面积 173 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-11
81,Zengcheng 舒适两居室,Guangzhou,Zengcheng,Zengcheng,3,1,88,6358,15,south,simple,3室1卫，面积 88 平米，simple装修，south朝向，拎包入住。,available,0,2022-07-09
82,Hangzhou Binjiang 地铁房,Hangzhou,Binjiang,Binjiang,2,1,74,7845,26,west,rough,2室1卫，面积 74 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-17
83,Chaoyang 学区房出租,Beijing,Chaoyang,Chaoyang,2,1,59,7582,35,south,simple,2室1卫，面积 59 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-25
84,ChengduXindu 温馨好房,Chengdu,Xindu,Xindu,4,2,114,4105,11,north,rough,4室2卫，面积 114 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-07
85,Jiangbei 南北通透户型,Chongqing,Jiangbei,Jiangbei,5,2,281,18827,33,south,fine,5室2卫，面积 281 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-27
86,Yangpu 学区房出租,Shanghai,Yangpu,Yangpu,2,1,62,7240,8,east,rough,2室1卫，面积 62 平米，rough装修，east朝向，拎包入住。,available,0,2022-07-06
87,Guangming 拎包入住公寓,Shenzhen,Guangming,Guangming,2,1,95,9513,8,south,simple,2室1卫，面积 95 平米，simple装修，south朝向，拎包入住。,available,0,2022-07-09
88,Wuhan Hongshan 地铁房,Wuhan,Hongshan,Hongshan,2,1,82,6680,20,west,simple,2室1卫，面积 82 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-27
89,Chang'an 学区房出租,Xi'an,Chang'an,Chang'an,3,1,135,6922,33,east,fine,3室1卫，面积 135 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-16
90,Gulou 学区房出租,Nanjing,Gulou,Gulou,4,3,154,10286,30,north,simple,4室3卫，面积 154 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-27
91,Haizhu 舒适两居室,Guangzhou,Haizhu,Haizhu,1,2,51,3322,29,east,rough,1室2卫，面积 51 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-27
92,HangzhouYuhang 温馨好房,Hangzhou,Yuhang,Yuhang,4,3,136,8901,31,west,rough,4室3卫，面积 136 平米，rough装修，west朝向，拎包入住。,available,0,2022-07-09
93,Shunyi 拎包入住公寓,Beijing,Shunyi,Shunyi,3,2,86,9377,15,east,simple,3室2卫，面积 86 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-04
94,Wenjiang 南北通透户型,Chengdu,Wenjiang,Wenjiang,5,2,279,16130,9,west,simple,5室2卫，面积 279 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-29
95,精致 Beibei 公寓,Chongqing,Beibei,Beibei,1,1,38,2405,12,north,simple,1室1卫，面积 38 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-18
96,精致 Xuhui 公寓,Shanghai,Xuhui,Xuhui,2,1,52,5763,22,north,rough,2室1卫，面积 52 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-01
97,Longhua 舒适两居室,Shenzhen,Longhua,Longhua,1,2,63,5730,31,east,rough,1室2卫，面积 63 平米，rough装修，east朝向，拎包入住。,available,0,2022-04-29
98,Wuhan Qiaokou 地铁房,Wuhan,Qiaokou,Qiaokou,2,1,87,4823,33,west,fine,2室1卫，面积 87 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-29
99,Xi'an Xincheng 地铁房,Xi'an,Xincheng,Xincheng,1,1,44,2246,17,east,rough,1室1卫，面积 44 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-02
100,Jianye 南北通透户型,Nanjing,Jianye,Jianye,2,1,116,8207,26,west,fine,2室1卫，面积 116 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-22
1,Liwan 南北通透户型,Guangzhou,Liwan,Liwan,1,1,84,10005,25,east,fine,1室1卫，面积 84 平米，fine装修，east朝向，拎包入住。,available,0,2022-07-09
2,Fuyang 学区房出租,Hangzhou,Fuyang,Fuyang,3,1,125,11176,21,south,fine,3室1卫，面积 125 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-25
3,Changping 学区房出租,Beijing,Changping,Changping,3,2,162,22150,15,west,simple,3室2卫，面积 162 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-23
4,Chenghua 南北通透户型,Chengdu,Chenghua,Chenghua,3,1,161,9849,32,south,rough,3室1卫，面积 161 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-17
5,Beibei 舒适两居室,Chongqing,Beibei,Beibei,2,1,55,2072,23,east,rough,2室1卫，面积 55 平米，rough装修，east朝向，拎包入住。,available,0,2022-05-26
6,精致 Minhang 公寓,Shanghai,Minhang,Minhang,2,1,99,15982,14,east,fine,2室1卫，面积 99 平米，fine装修，east朝向，拎包入住。,available,0,2022-05-28
7,Yantian 舒适两居室,Shenzhen,Yantian,Yantian,1,1,83,14679,30,south,fine,1室1卫，面积 83 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-04
8,Jiangxia 南北通透户型,Wuhan,Jiangxia,Jiangxia,1,1,38,1743,27,east,rough,1室1卫，面积 38 平米，rough装修，east朝向，拎包入住。,available,0,2022-04-28
9,Yanliang 舒适两居室,Xi'an,Yanliang,Yanliang,2,1,96,5504,23,east,simple,2室1卫，面积 96 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-06
10,Qixia 舒适两居室,Nanjing,Qixia,Qixia,2,1,67,3902,6,west,rough,2室1卫，面积 67 平米，rough装修，west朝向，拎包入住。,available,0,2022-07-04
11,GuangzhouYuexiu 温馨好房,Guangzhou,Yuexiu,Yuexiu,2,2,62,6389,33,east,simple,2室2卫，面积 62 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-06
12,出租 Qiantang 精装房,Hangzhou,Qiantang,Qiantang,1,1,46,3482,27,south,simple,1室1卫，面积 46 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-02
13,出租 Chaoyang 精装房,Beijing,Chaoyang,Chaoyang,2,2,118,12808,24,south,rough,2室2卫，面积 118 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-12
14,出租 Wenjiang 精装房,Chengdu,Wenjiang,Wenjiang,3,1,125,7264,31,south,fine,3室1卫，面积 125 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-27
15,Shapingba 南北通透户型,Chongqing,Shapingba,Shapingba,1,1,32,1469,12,west,rough,1室1卫，面积 32 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-08
16,Hongkou 学区房出租,Shanghai,Hongkou,Hongkou,2,1,50,7571,12,north,simple,2室1卫，面积 50 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-30
17,Longgang 南北通透户型,Shenzhen,Longgang,Longgang,2,1,61,5545,20,north,rough,2室1卫，面积 61 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-28
18,Dongxihu 南北通透户型,Wuhan,Dongxihu,Dongxihu,3,1,157,14874,29,south,fine,3室1卫，面积 157 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-03
19,Xincheng 舒适两居室,Xi'an,Xincheng,Xincheng,2,1,67,2858,14,east,simple,2室1卫，面积 67 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-06
20,Lishui 拎包入住公寓,Nanjing,Lishui,Lishui,1,1,77,5242,11,east,rough,1室1卫，面积 77 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-27
21,Guangzhou Panyu 地铁房,Guangzhou,Panyu,Panyu,2,2,88,11209,9,east,simple,2室2卫，面积 88 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-27
22,Xiaoshan 学区房出租,Hangzhou,Xiaoshan,Xiaoshan,2,1,78,10051,18,west,simple,2室1卫，面积 78 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-09
23,Chaoyang 舒适两居室,Beijing,Chaoyang,Chaoyang,1,1,63,9790,23,east,simple,1室1卫，面积 63 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-27
24,Qingyang 南北通透户型,Chengdu,Qingyang,Qingyang,2,1,62,3963,8,east,simple,2室1卫，面积 62 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-23
25,Yunan 舒适两居室,Chongqing,Yunan,Yunan,2,1,77,6205,20,north,fine,2室1卫，面积 77 平米，fine装修，north朝向，拎包入住。,available,0,2022-07-04
26,ShanghaiPudong 温馨好房,Shanghai,Pudong,Pudong,3,1,81,7748,27,north,simple,3室1卫，面积 81 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-08
27,Shenzhen Luohu 地铁房,Shenzhen,Luohu,Luohu,2,1,94,7773,7,west,simple,2室1卫，面积 94 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-06
28,Hannan 学区房出租,Wuhan,Hannan,Hannan,2,1,100,4820,29,east,fine,2室1卫，面积 100 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-30
29,Weiyang 学区房出租,Xi'an,Weiyang,Weiyang,1,1,72,4719,31,south,rough,1室1卫，面积 72 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-23
30,Liuhe 舒适两居室,Nanjing,Liuhe,Liuhe,2,2,63,3787,18,west,simple,2室2卫，面积 63 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-04
31,Haizhu 学区房出租,Guangzhou,Haizhu,Haizhu,2,1,80,4638,21,north,rough,2室1卫，面积 80 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-31
32,Hangzhou Gongshu 地铁房,Hangzhou,Gongshu,Gongshu,4,2,133,15604,17,south,simple,4室2卫，面积 133 平米，simple装修，south朝向，拎包入住。,available,0,2022-07-09
33,Chaoyang 学区房出租,Beijing,Chaoyang,Chaoyang,2,2,86,9712,34,south,simple,2室2卫，面积 86 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-08
34,精致 Jinjiang 公寓,Chengdu,Jinjiang,Jinjiang,1,2,55,3876,15,west,fine,1室2卫，面积 55 平米，fine装修，west朝向，拎包入住。,available,0,2022-05-12
35,精致 Bishan 公寓,Chongqing,Bishan,Bishan,2,1,118,4146,8,west,rough,2室1卫，面积 118 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-16
36,Jing-an 学区房出租,Shanghai,Jing-an,Jing-an,3,2,156,21064,6,south,fine,3室2卫，面积 156 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-14
37,ShenzhenLuohu 温馨好房,Shenzhen,Luohu,Luohu,2,2,61,5431,20,south,rough,2室2卫，面积 61 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-09
38,Caidian 南北通透户型,Wuhan,Caidian,Caidian,1,1,40,2218,19,east,simple,1室1卫，面积 40 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-02
39,Lintong 学区房出租,Xi'an,Lintong,Lintong,4,3,144,9361,10,east,simple,4室3卫，面积 144 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-14
40,Lishui 拎包入住公寓,Nanjing,Lishui,Lishui,3,1,125,16609,13,north,fine,3室1卫，面积 125 平米，fine装修，north朝向，拎包入住。,available,0,2022-07-09
41,GuangzhouZengcheng 温馨好房,Guangzhou,Zengcheng,Zengcheng,2,1,111,8306,8,south,simple,2室1卫，面积 111 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-29
42,精致 Lin'an 公寓,Hangzhou,Lin'an,Lin'an,3,2,126,14410,14,east,simple,3室2卫，面积 126 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-18
43,Daxing 拎包入住公寓,Beijing,Daxing,Daxing,3,1,109,14462,30,west,simple,3室1卫，面积 109 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-17
44,出租 Shuangliu 精装房,Chengdu,Shuangliu,Shuangliu,1,1,82,3795,23,west,simple,1室1卫，面积 82 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-09
45,Yongchuan 舒适两居室,Chongqing,Yongchuan,Yongchuan,1,1,61,2785,17,north,rough,1室1卫，面积 61 平米，rough装修，north朝向，拎包入住。,available,0,2022-07-04
46,Putuo 学区房出租,Shanghai,Putuo,Putuo,3,2,164,29583,33,north,simple,3室2卫，面积 164 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-09
47,出租 Longgang 精装房,Shenzhen,Longgang,Longgang,3,1,172,10008,32,south,rough,3室1卫，面积 172 平米，rough装修，south朝向，拎包入住。,available,0,2022-05-25
48,精致 Hongshan 公寓,Wuhan,Hongshan,Hongshan,2,1,54,2295,18,south,simple,2室1卫，面积 54 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-18
49,Lianhu 舒适两居室,Xi'an,Lianhu,Lianhu,1,2,66,2226,16,north,rough,1室2卫，面积 66 平米，rough装修，north朝向，拎包入住。,available,0,2022-04-28
50,Pukou 学区房出租,Nanjing,Pukou,Pukou,4,2,120,6852,19,west,fine,4室2卫，面积 120 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-16
51,Yuexiu 舒适两居室,Guangzhou,Yuexiu,Yuexiu,1,1,55,4134,26,north,simple,1室1卫，面积 55 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-06
52,Gongshu 拎包入住公寓,Hangzhou,Gongshu,Gongshu,3,1,177,14862,21,south,simple,3室1卫，面积 177 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-31
53,出租 Daxing 精装房,Beijing,Daxing,Daxing,1,1,37,5961,8,south,simple,1室1卫，面积 37 平米，simple装修，south朝向，拎包入住。,available,0,2022-04-28
54,Longquanyi 拎包入住公寓,Chengdu,Longquanyi,Longquanyi,1,2,45,2963,32,west,rough,1室2卫，面积 45 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-02
55,ChongqingYongchuan 温馨好房,Chongqing,Yongchuan,Yongchuan,1,1,48,2163,17,west,rough,1室1卫，面积 48 平米，rough装修，west朝向，拎包入住。,available,0,2022-05-23
56,Minhang 拎包入住公寓,Shanghai,Minhang,Minhang,3,1,128,21669,32,west,fine,3室1卫，面积 128 平米，fine装修，west朝向，拎包入住。,available,0,2022-06-09
57,Shenzhen Pingshan 地铁房,Shenzhen,Pingshan,Pingshan,1,2,82,8281,27,north,rough,1室2卫，面积 82 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-04
58,Hannan 舒适两居室,Wuhan,Hannan,Hannan,2,2,103,10251,8,south,simple,2室2卫，面积 103 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-31
59,Yanliang 拎包入住公寓,Xi'an,Yanliang,Yanliang,2,1,108,3848,22,north,simple,2室1卫，面积 108 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-09
60,精致 Pukou 公寓,Nanjing,Pukou,Pukou,4,3,236,19405,9,south,fine,4室3卫，面积 236 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-27
61,Liwan 南北通透户型,Guangzhou,Liwan,Liwan,3,1,77,9392,15,south,fine,3室1卫，面积 77 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-16
62,精致 Fuyang 公寓,Hangzhou,Fuyang,Fuyang,2,2,91,6431,15,north,simple,2室2卫，面积 91 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-23
63,Xicheng 舒适两居室,Beijing,Xicheng,Xicheng,1,1,59,5774,25,west,rough,1室1卫，面积 59 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-23
64,Chengdu Qingbaijiang 地铁房,Chengdu,Qingbaijiang,Qingbaijiang,3,1,109,5395,20,south,simple,3室1卫，面积 109 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-09
65,Dadukou 学区房出租,Chongqing,Dadukou,Dadukou,1,2,74,4584,18,west,simple,1室2卫，面积 74 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-23
66,出租 Baoshan 精装房,Shanghai,Baoshan,Baoshan,1,1,81,12934,8,south,simple,1室1卫，面积 81 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-26
67,ShenzhenDapeng 温馨好房,Shenzhen,Dapeng,Dapeng,2,2,71,7971,12,north,rough,2室2卫，面积 71 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-31
68,精致 Caidian 公寓,Wuhan,Caidian,Caidian,3,1,133,15710,31,south,fine,3室1卫，面积 133 平米，fine装修，south朝向，拎包入住。,available,0,2022-06-25
69,Gaoling 拎包入住公寓,Xi'an,Gaoling,Gaoling,1,1,45,2414,27,east,rough,1室1卫，面积 45 平米，rough装修，east朝向，拎包入住。,available,0,2022-04-28
70,精致 Pukou 公寓,Nanjing,Pukou,Pukou,2,2,75,5746,12,north,fine,2室2卫，面积 75 平米，fine装修，north朝向，拎包入住。,available,0,2022-06-14
71,精致 Yuexiu 公寓,Guangzhou,Yuexiu,Yuexiu,2,1,104,7646,18,north,fine,2室1卫，面积 104 平米，fine装修，north朝向，拎包入住。,available,0,2022-06-04
72,Yuhang 南北通透户型,Hangzhou,Yuhang,Yuhang,2,1,92,6858,33,south,rough,2室1卫，面积 92 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-07
73,Chaoyang 舒适两居室,Beijing,Chaoyang,Chaoyang,2,2,52,4778,7,north,rough,2室2卫，面积 52 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-04
74,Xindu 南北通透户型,Chengdu,Xindu,Xindu,1,1,44,2585,24,west,simple,1室1卫，面积 44 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-15
75,Yuzhong 拎包入住公寓,Chongqing,Yuzhong,Yuzhong,3,2,76,3913,25,east,fine,3室2卫，面积 76 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-23
76,出租 Pudong 精装房,Shanghai,Pudong,Pudong,2,1,119,19369,22,east,simple,2室1卫，面积 119 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-13
77,Longgang 学区房出租,Shenzhen,Longgang,Longgang,4,2,159,9160,14,north,rough,4室2卫，面积 159 平米，rough装修，north朝向，拎包入住。,available,0,2022-06-07
78,Jiangxia 舒适两居室,Wuhan,Jiangxia,Jiangxia,1,1,67,5205,16,east,fine,1室1卫，面积 67 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-20
79,Beilin 学区房出租,Xi'an,Beilin,Beilin,1,2,45,1891,28,west,rough,1室2卫，面积 45 平米，rough装修，west朝向，拎包入住。,available,0,2022-06-17
80,精致 Qixia 公寓,Nanjing,Qixia,Qixia,2,1,60,5064,19,north,simple,2室1卫，面积 60 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-07
81,Liwan 拎包入住公寓,Guangzhou,Liwan,Liwan,1,2,66,3450,8,north,rough,1室2卫，面积 66 平米，rough装修，north朝向，拎包入住。,available,0,2022-05-27
82,Hangzhou Linping 地铁房,Hangzhou,Linping,Linping,2,1,113,7504,26,east,simple,2室1卫，面积 113 平米，simple装修，east朝向，拎包入住。,available,0,2022-07-09
83,精致 Dongcheng 公寓,Beijing,Dongcheng,Dongcheng,4,2,105,12052,11,east,rough,4室2卫，面积 105 平米，rough装修，east朝向，拎包入住。,available,0,2022-06-07
84,ChengduChenghua 温馨好房,Chengdu,Chenghua,Chenghua,1,2,38,3123,16,north,simple,1室2卫，面积 38 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-20
85,ChongqingYuzhong 温馨好房,Chongqing,Yuzhong,Yuzhong,4,2,235,11958,30,west,simple,4室2卫，面积 235 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-07
86,Shanghai Baoshan 地铁房,Shanghai,Baoshan,Baoshan,3,1,166,20250,15,north,simple,3室1卫，面积 166 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-09
87,Dapeng 拎包入住公寓,Shenzhen,Dapeng,Dapeng,2,1,116,10404,6,east,simple,2室1卫，面积 116 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-27
88,精致 Jiangxia 公寓,Wuhan,Jiangxia,Jiangxia,2,1,91,3886,9,south,rough,2室1卫，面积 91 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-07
89,Xi'an Chang'an 地铁房,Xi'an,Chang'an,Chang'an,2,1,58,2627,21,north,simple,2室1卫，面积 58 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-06
90,出租 Liuhe 精装房,Nanjing,Liuhe,Liuhe,4,2,233,21534,9,east,simple,4室2卫，面积 233 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-25
91,Baiyun 舒适两居室,Guangzhou,Baiyun,Baiyun,2,1,58,3411,13,south,rough,2室1卫，面积 58 平米，rough装修，south朝向，拎包入住。,available,0,2022-07-06
92,Xiaoshan 南北通透户型,Hangzhou,Xiaoshan,Xiaoshan,2,1,100,13507,35,east,simple,2室1卫，面积 100 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-09
93,BeijingHaidian 温馨好房,Beijing,Haidian,Haidian,2,1,101,8345,18,east,simple,2室1卫，面积 101 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-21
94,出租 Jinjiang 精装房,Chengdu,Jinjiang,Jinjiang,1,1,63,4637,9,north,simple,1室1卫，面积 63 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-08
95,Yunan 舒适两居室,Chongqing,Yunan,Yunan,3,1,92,6658,15,north,fine,3室1卫，面积 92 平米，fine装修，north朝向，拎包入住。,available,0,2022-05-28
96,Yangpu 南北通透户型,Shanghai,Yangpu,Yangpu,4,2,201,27735,30,south,simple,4室2卫，面积 201 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-27
97,Longgang 南北通透户型,Shenzhen,Longgang,Longgang,3,2,98,13279,25,east,fine,3室2卫，面积 98 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-30
98,Caidian 舒适两居室,Wuhan,Caidian,Caidian,2,1,113,9981,6,south,simple,2室1卫，面积 113 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-23
99,Xi'anXincheng 温馨好房,Xi'an,Xincheng,Xincheng,2,1,81,6049,28,west,simple,2室1卫，面积 81 平米，simple装修，west朝向，拎包入住。,available,0,2022-07-04
100,Yuhuatai 南北通透户型,Nanjing,Yuhuatai,Yuhuatai,2,1,115,15556,33,east,fine,2室1卫，面积 115 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-04
1,Guangzhou Baiyun 地铁房,Guangzhou,Baiyun,Baiyun,3,2,145,15316,34,north,simple,3室2卫，面积 145 平米，simple装修，north朝向，拎包入住。,available,0,2022-06-04
2,Qiantang 舒适两居室,Hangzhou,Qiantang,Qiantang,2,1,111,9146,7,east,fine,2室1卫，面积 111 平米，fine装修，east朝向，拎包入住。,available,0,2022-06-04
3,Chaoyang 舒适两居室,Beijing,Chaoyang,Chaoyang,4,2,162,19577,9,north,simple,4室2卫，面积 162 平米，simple装修，north朝向，拎包入住。,available,0,2022-07-09
4,出租 Jinniu 精装房,Chengdu,Jinniu,Jinniu,2,2,116,5482,11,north,simple,2室2卫，面积 116 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-11
5,Yunan 拎包入住公寓,Chongqing,Yunan,Yunan,1,1,61,3238,13,south,rough,1室1卫，面积 61 平米，rough装修，south朝向，拎包入住。,available,0,2022-06-04
6,Changning 拎包入住公寓,Shanghai,Changning,Changning,2,1,91,11371,31,south,simple,2室1卫，面积 91 平米，simple装修，south朝向，拎包入住。,available,0,2022-06-04
7,ShenzhenDapeng 温馨好房,Shenzhen,Dapeng,Dapeng,3,2,126,9733,17,east,simple,3室2卫，面积 126 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-23
8,Jiangxia 南北通透户型,Wuhan,Jiangxia,Jiangxia,2,1,103,9634,11,west,simple,2室1卫，面积 103 平米，simple装修，west朝向，拎包入住。,available,0,2022-05-10
9,出租 Yanliang 精装房,Xi'an,Yanliang,Yanliang,1,1,58,2879,15,south,simple,1室1卫，面积 58 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-04
10,Nanjing Liuhe 地铁房,Nanjing,Liuhe,Liuhe,1,1,47,2835,20,east,simple,1室1卫，面积 47 平米，simple装修，east朝向，拎包入住。,available,0,2022-05-10
11,Nansha 舒适两居室,Guangzhou,Nansha,Nansha,3,1,77,8128,28,south,simple,3室1卫，面积 77 平米，simple装修，south朝向，拎包入住。,available,0,2022-07-06
12,Gongshu 舒适两居室,Hangzhou,Gongshu,Gongshu,2,1,91,9392,25,south,simple,2室1卫，面积 91 平米，simple装修，south朝向，拎包入住。,available,0,2022-05-09
13,出租 Haidian 精装房,Beijing,Haidian,Haidian,1,1,34,3699,33,north,simple,1室1卫，面积 34 平米，simple装修，north朝向，拎包入住。,available,0,2022-05-20
14,精致 Jinjiang 公寓,Chengdu,Jinjiang,Jinjiang,2,1,114,7757,19,west,simple,2室1卫，面积 114 平米，simple装修，west朝向，拎包入住。,available,0,2022-06-16
15,Yongchuan 学区房出租,Chongqing,Yongchuan,Yongchuan,1,1,81,3444,22,east,simple,1室1卫，面积 81 平米，simple装修，east朝向，拎包入住。,available,0,2022-06-02
16,Changning 学区房出租,Shanghai,Changning,Changning,2,1,100,23184,16,south,fine,2室1卫，面积 100 平米，fine装修，south朝向，拎包入住。,available,0,2022-05-10
